Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
15,2024-07-30,12:28:37,14:13:31,01:44:54,00:28:18,56,1,15.2,85 1 HONDA - ORIENTAL - HONDA,Ver
15,2024-07-30,14:51:27,16:47:41,01:56:14,00:37:56,38,1,16.12,85 4 HONDA - MINORISTA - HONDA,Ver
15,2024-07-30,16:47:41,18:49:51,02:02:10,00:00:00,58,1,15.32,85 1 HONDA - ORIENTAL - HONDA,Ver
15,2024-07-30,18:48:23,20:36:37,01:48:14,00:00:00,39,1,15.48,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-30,Vehiculo: 15,,,12:30:41,02:56:28,293,"7,00",106.27,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-15,05:29:55,06:11:58,00:42:03,00:00:00,31,1,5.73,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-15,07:51:57,09:33:30,01:41:33,01:39:59,16,1,14.76,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-15,10:14:56,11:55:05,01:40:09,00:41:26,38,1,14.78,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-15,14:11:55,16:18:09,02:06:14,02:16:50,45,1,13.99,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-15,16:17:52,18:06:51,01:48:59,00:00:00,41,1,11.5,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-15,18:18:36,21:11:06,02:52:30,00:11:45,31,1,12.38,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-15,Vehiculo: 16,,,10:51:28,04:50:00,202,"6,00",73.14,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-16,04:18:50,05:20:38,01:01:48,00:00:00,15,1,14.34,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-16,06:32:51,08:17:29,01:44:38,01:12:13,47,1,15.09,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-16,09:08:55,10:48:36,01:39:41,00:51:26,42,1,12.87,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-16,11:41:41,13:50:31,02:08:50,00:53:05,26,1,15.73,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-16,15:47:48,17:36:26,01:48:38,01:57:17,45,1,13.71,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-16,17:49:32,19:07:52,01:18:20,00:13:06,47,1,13.21,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-16,19:14:22,20:32:02,01:17:40,00:06:30,28,1,11.62,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-16,Vehiculo: 16,,,10:59:35,05:13:37,250,"7,00",96.57,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-17,04:17:10,05:03:53,00:46:43,00:00:00,31,1,7.33,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-17,06:47:54,08:40:43,01:52:49,01:44:01,61,1,14.59,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-17,09:30:26,10:16:10,00:45:44,00:49:43,20,1,6.63,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-17,13:44:48,15:39:39,01:54:51,03:28:38,43,1,13.72,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-17,16:25:37,18:06:25,01:40:48,00:45:58,30,1,12.16,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-17,18:31:33,19:59:51,01:28:18,00:25:08,38,1,14.18,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-17,Vehiculo: 16,,,08:29:13,07:13:28,223,"6,00",68.61,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-18,04:26:09,05:51:58,01:25:49,00:00:00,48,1,14.01,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-18,06:00:28,06:31:14,00:30:46,00:08:30,7,1,5.2,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-18,08:05:03,08:54:11,00:49:08,01:33:49,16,1,8.12,85 6 CRUZ - ORIENTAL - HONDA,Ver
Fecha: 2024-07-18,Vehiculo: 16,,,02:45:43,01:42:19,71,"3,00",27.33,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-19,13:03:40,13:55:00,00:51:20,00:00:00,12,1,2.77,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-19,15:16:57,17:09:12,01:52:15,01:21:57,18,1,12.69,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-19,17:19:10,19:37:49,02:18:39,00:09:58,40,1,12.68,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-19,Vehiculo: 16,,,05:02:14,01:31:55,70,"3,00",28.14,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-20,05:52:40,07:07:18,01:14:38,00:00:00,24,1,14.27,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-20,08:00:50,09:27:29,01:26:39,00:53:32,9,1,11.55,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-20,10:06:56,11:32:54,01:25:58,00:39:27,38,1,10.68,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-20,11:46:23,13:54:15,02:07:52,00:13:29,56,1,15.54,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-20,14:27:33,18:01:23,03:33:50,00:33:18,0,1,10.33,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-20,Vehiculo: 16,,,09:48:57,02:19:46,127,"5,00",62.37,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-21,05:12:54,06:27:08,01:14:14,00:00:00,16,1,14.65,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-21,07:02:15,08:20:21,01:18:06,00:35:07,12,1,13.81,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-21,08:40:54,09:23:27,00:42:33,00:20:33,12,1,6.92,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-21,10:43:06,12:43:07,02:00:01,01:19:39,23,1,14.95,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-21,13:18:39,14:52:22,01:33:43,00:35:32,25,1,12.05,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-21,15:43:30,18:20:06,02:36:36,00:51:08,15,1,13.58,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-21,19:10:11,20:46:41,01:36:30,00:50:05,35,1,14.05,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-21,Vehiculo: 16,,,11:01:43,04:32:04,138,"7,00",90.01,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-22,04:43:21,05:59:45,01:16:24,00:00:00,46,1,13.51,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-22,06:29:18,07:58:33,01:29:15,00:29:33,35,1,15.13,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-22,08:25:57,09:06:35,00:40:38,00:27:24,33,1,8.49,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-22,11:49:54,13:56:38,02:06:44,02:43:19,40,1,13.87,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-22,15:22:43,17:23:18,02:00:35,01:26:05,30,1,12.88,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-22,18:07:48,20:12:11,02:04:23,00:44:30,23,1,13.23,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-22,Vehiculo: 16,,,09:37:59,05:50:51,207,"6,00",77.11,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-23,04:39:54,06:21:14,01:41:20,00:00:00,36,1,14.28,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-23,06:51:50,07:54:41,01:02:51,00:30:36,38,1,7.31,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-23,09:01:51,10:47:14,01:45:23,01:07:10,29,1,14.06,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-23,11:14:54,13:04:37,01:49:43,00:27:40,41,1,14.47,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-23,13:08:59,14:57:01,01:48:02,00:04:22,27,1,12.64,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-23,15:16:28,17:07:21,01:50:53,00:19:27,33,1,14.1,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-23,17:08:17,18:50:00,01:41:43,00:00:56,57,1,12.68,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-23,19:08:17,20:30:36,01:22:19,00:18:17,27,1,15.31,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-23,Vehiculo: 16,,,13:02:14,02:48:28,288,"8,00",104.85,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-24,04:54:31,05:34:49,00:40:18,00:00:00,28,1,6.83,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-24,06:52:41,08:40:51,01:48:10,01:17:52,18,1,13.52,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-24,09:17:17,10:26:13,01:08:56,00:36:26,19,1,9.54,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-24,12:21:02,14:11:29,01:50:27,01:54:49,17,1,13.87,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-24,15:01:18,16:52:46,01:51:28,00:49:49,44,1,13.04,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-24,17:14:50,19:16:35,02:01:45,00:22:04,65,1,13.27,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-24,19:38:53,20:59:51,01:20:58,00:22:18,29,1,13.93,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-24,Vehiculo: 16,,,10:42:02,05:23:18,220,"7,00",84,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-25,04:51:05,06:22:56,01:31:51,00:00:00,45,1,14.8,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-25,06:56:33,07:53:29,00:56:56,00:33:37,36,1,7.81,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-25,09:13:56,11:19:15,02:05:19,01:20:27,42,1,14.32,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-25,13:16:20,15:10:05,01:53:45,01:57:05,35,1,15.45,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-25,15:18:23,17:40:08,02:21:45,00:08:18,39,1,13.95,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-25,18:32:14,20:01:50,01:29:36,00:52:06,37,1,11.8,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-25,Vehiculo: 16,,,10:19:12,04:51:33,234,"6,00",78.13,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-26,04:52:03,05:45:46,00:53:43,00:00:00,31,1,7.99,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-26,07:08:15,09:27:01,02:18:46,01:22:29,51,1,13.09,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-26,10:24:16,15:34:02,05:09:46,00:57:15,0,0,17.44,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-26,15:38:46,18:01:26,02:22:40,00:04:44,72,1,15.19,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-26,18:07:33,19:51:01,01:43:28,00:06:07,49,1,13.86,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-26,Vehiculo: 16,,,12:28:23,02:30:35,203,"4,00",67.57,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-27,04:49:19,06:06:08,01:16:49,00:00:00,35,1,13.65,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-27,07:05:40,09:36:28,02:30:48,00:59:32,41,1,15.02,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-27,09:44:06,11:13:35,01:29:29,00:07:38,43,1,8.07,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-27,15:21:27,17:17:43,01:56:16,04:07:52,33,1,11.94,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-27,17:33:46,19:11:25,01:37:39,00:16:03,17,1,13.34,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-27,Vehiculo: 16,,,08:51:01,05:31:05,169,"5,00",62.02,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-29,06:36:57,08:10:04,01:33:07,00:00:00,34,1,13.14,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-29,08:56:03,09:47:08,00:51:05,00:45:59,22,1,7.96,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-29,11:33:57,13:37:09,02:03:12,01:46:49,48,1,9.76,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-29,15:34:41,17:35:44,02:01:03,01:57:32,22,1,14.76,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-29,18:13:48,20:00:44,01:46:56,00:38:04,40,1,12.88,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-29,Vehiculo: 16,,,08:15:23,05:08:24,166,"5,00",58.5,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
16,2024-07-30,05:11:21,06:49:18,01:37:57,00:00:00,39,1,16.42,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-30,07:13:22,09:20:34,02:07:12,00:24:04,59,1,14.33,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-30,09:43:01,12:00:37,02:17:36,00:22:27,45,1,17.02,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-30,11:59:33,14:10:31,02:10:58,00:00:00,58,1,15.79,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-30,14:18:14,15:06:09,00:47:55,00:07:43,20,0.5,6.53,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-30,15:55:05,17:00:21,01:05:16,00:48:56,27,0.5,6.73,85 1 HONDA - ORIENTAL - HONDA,Ver
16,2024-07-30,17:00:21,19:12:51,02:12:30,00:00:00,45,1,16.32,85 4 HONDA - MINORISTA - HONDA,Ver
16,2024-07-30,19:13:45,20:36:26,01:22:41,00:00:54,23,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-30,Vehiculo: 16,,,13:42:05,01:44:04,316,"7,00",106.43,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-15,04:09:44,06:00:44,01:51:00,00:00:00,16,1,15.25,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-15,06:00:44,06:45:36,00:44:52,00:00:00,38,1,7.89,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-15,08:55:10,10:08:13,01:13:03,02:09:34,15,1,12.42,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-15,10:29:30,12:04:52,01:35:22,00:21:17,33,1,13.97,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-15,13:35:33,15:15:27,01:39:54,01:30:41,26,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-15,15:50:34,17:27:41,01:37:07,00:35:07,53,1,14.58,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-15,17:39:34,19:36:05,01:56:31,00:11:53,49,1,15.08,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-15,Vehiculo: 17,,,10:37:49,04:48:32,230,"7,00",92.48,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-16,04:12:15,05:16:25,01:04:10,00:00:00,25,1,14.13,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-16,06:42:04,07:34:28,00:52:24,01:25:39,42,1,6.78,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-16,10:00:41,11:41:01,01:40:20,02:26:13,23,1,14.96,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-16,12:20:35,14:03:16,01:42:41,00:39:34,29,1,13.87,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-16,14:49:43,17:01:31,02:11:48,00:46:27,44,1,14.52,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-16,17:10:53,19:23:29,02:12:36,00:09:22,32,1,14.43,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-16,Vehiculo: 17,,,09:43:59,05:27:15,195,"6,00",78.69,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-17,04:07:38,05:27:20,01:19:42,00:00:00,22,1,14.02,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-17,06:31:07,07:58:34,01:27:27,01:03:47,44,1,13.86,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-17,09:11:35,10:45:45,01:34:10,01:13:01,33,1,13.29,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-17,11:22:23,13:00:31,01:38:08,00:36:38,36,1,12.97,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-17,13:30:09,15:18:56,01:48:47,00:29:38,42,1,14.06,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-17,15:32:04,17:30:22,01:58:18,00:13:08,37,1,14.31,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-17,18:11:11,19:29:51,01:18:40,00:40:49,55,1,12.77,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-17,Vehiculo: 17,,,11:05:12,04:17:01,269,"7,00",95.28,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-18,04:24:46,05:36:58,01:12:12,00:00:00,27,1,13.68,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-18,06:34:01,08:06:33,01:32:32,00:57:03,27,1,14.15,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-18,08:57:00,11:01:22,02:04:22,00:50:27,34,1,14.15,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-18,12:58:44,13:58:30,00:59:46,01:57:22,22,1,8.05,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-18,15:41:05,16:34:49,00:53:44,01:42:35,28,1,6.66,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-18,16:43:00,18:46:09,02:03:09,00:08:11,54,1,14.02,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-18,18:56:49,20:27:40,01:30:51,00:10:40,24,1,13.78,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-18,Vehiculo: 17,,,10:16:36,05:46:18,216,"7,00",84.49,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-19,04:28:42,05:34:28,01:05:46,00:00:00,42,1,13.9,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-19,05:38:02,06:58:02,01:20:00,00:03:34,30,1,12.59,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-19,06:54:55,08:42:33,01:47:38,00:00:00,27,1,10.53,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-19,11:53:37,13:50:18,01:56:41,03:11:04,25,1,15.14,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-19,15:17:41,16:59:26,01:41:45,01:27:23,51,1,13.35,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-19,17:22:06,19:48:23,02:26:17,00:22:40,45,1,13.47,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-19,Vehiculo: 17,,,10:18:07,05:04:41,220,"6,00",78.98,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-20,06:12:30,06:57:16,00:44:46,00:00:00,15,1,7.79,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-20,07:55:15,09:40:35,01:45:20,00:57:59,46,1,15.86,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-20,09:53:06,11:31:05,01:37:59,00:12:31,47,1,13.96,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-20,11:50:29,13:09:02,01:18:33,00:19:24,37,1,12.97,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-20,14:50:26,16:55:20,02:04:54,01:41:24,0,0,12.94,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-20,17:19:15,18:55:51,01:36:36,00:23:55,73,1,14.28,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-20,19:40:29,20:56:16,01:15:47,00:44:38,42,1,12.78,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-20,Vehiculo: 17,,,10:23:55,04:19:51,260,"6,00",90.58,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-21,05:15:54,06:23:05,01:07:11,00:00:00,10,1,13.53,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-21,06:32:08,07:55:03,01:22:55,00:09:03,14,1,14.06,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-21,08:42:40,09:20:45,00:38:05,00:47:37,8,1,6.71,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-21,11:03:09,12:50:11,01:47:02,01:42:24,32,1,13.89,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-21,14:32:14,15:40:59,01:08:45,01:42:03,15,1,13.75,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-21,16:25:32,17:40:41,01:15:09,00:44:33,31,1,13.86,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-21,18:42:40,19:50:44,01:08:04,01:01:59,31,1,11.78,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-21,Vehiculo: 17,,,08:27:11,06:07:39,141,"7,00",87.58,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-22,04:33:43,05:49:47,01:16:04,00:00:00,21,1,14.06,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-22,06:21:42,07:49:37,01:27:55,00:31:55,33,1,13.05,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-22,08:32:31,10:28:07,01:55:36,00:42:54,34,1,13.87,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-22,10:57:03,12:38:10,01:41:07,00:28:56,54,1,13.73,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-22,13:07:57,14:52:15,01:44:18,00:29:47,52,1,14.27,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-22,15:38:44,17:36:06,01:57:22,00:46:29,45,1,13.28,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-22,17:50:14,19:57:02,02:06:48,00:14:08,48,1,14,85 4 HONDA - MINORISTA - HONDA,Ver
Fecha: 2024-07-22,Vehiculo: 17,,,12:09:10,03:14:09,287,"7,00",96.26,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-23,04:35:07,06:01:40,01:26:33,00:00:00,40,1,13.9,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-23,06:39:10,07:46:28,01:07:18,00:37:30,28,1,7.9,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-23,08:49:24,10:30:24,01:41:00,01:02:56,27,1,15.43,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-23,11:11:47,12:48:23,01:36:36,00:41:23,39,1,13.23,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-23,13:41:59,15:42:29,02:00:30,00:53:36,31,1,14.78,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-23,15:55:57,18:01:04,02:05:07,00:13:28,46,1,13.42,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-23,18:14:30,19:56:34,01:42:04,00:13:26,44,1,13.46,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-23,Vehiculo: 17,,,11:39:08,03:42:19,255,"7,00",92.12,,
,,,,,,,,,,
Vehiculo,Fecha,Hora salida,Hora Final,Tiempo Viaje,Tiempo Muerto,Pasaj,Viaje,Kms,Ruta,
17,2024-07-24,04:40:42,06:04:26,01:23:44,00:00:00,56,1,14.42,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-24,06:41:07,08:24:36,01:43:29,00:36:41,32,1,14.85,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-24,08:40:49,10:25:42,01:44:53,00:16:13,20,1,14,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-24,11:03:46,13:11:58,02:08:12,00:38:04,64,1,15.73,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-24,13:15:33,15:01:22,01:45:49,00:03:35,44,1,14.56,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-24,15:12:40,17:02:08,01:49:28,00:11:18,29,1,14.89,85 4 HONDA - MINORISTA - HONDA,Ver
17,2024-07-24,17:05:01,19:07:57,02:02:56,00:02:53,51,1,15.57,85 1 HONDA - ORIENTAL - HONDA,Ver
17,2024-07-24,19:38:26,20:47:18,01:08:52,00:30:29,33,1,13.24,85 1 HONDA - ORIENTAL - HONDA,Ver
Fecha: 2024-07-24,Vehiculo: 17,,,13:47:23,02:19:13,329,"8,00",117.26,,
,,,,,,,,,,
